Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.31.0.2-172.31.68.4-53-50282-17,172.31.68.4,50282,172.31.0.2,53,17,20/02/2018 05:01:49,1205,1,1,35.0,91.0,35.0,35.0,35.0,0.0,91.0,91.0,91.0,0.0,104564.3153526971,1659.7510373443984,1205.0,0.0,1205.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,829.8755186721992,829.8755186721992,35.0,91.0,53.66666666666667,32.331615074619044,1045.3333333333337,0,0,0,0,0,0,0,0,1.0,80.5,35.0,91.0,0,0,0,0,0,0,1,35,1,91,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.85-224.0.0.252-55223-5355-17,172.31.66.85,55223,224.0.0.252,5355,17,20/02/2018 09:28:33,420205,2,0,44.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,104.71079592103854,4.759581632774479,420205.0,0.0,420205.0,420205.0,420205.0,420205.0,0.0,420205.0,420205.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,4.759581632774479,0.0,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.67.111-53-58052-17,172.31.67.111,58052,172.31.0.2,53,17,20/02/2018 11:29:44,25599,2,2,90.0,354.0,45.0,45.0,45.0,0.0,177.0,177.0,177.0,0.0,17344.42751669987,156.2561037540529,8533.0,10458.770099777506,20201.0,1.0,20201.0,20201.0,0.0,20201.0,20201.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,16,16,78.12805187702645,78.12805187702645,45.0,177.0,97.8,72.29937759068193,5227.2,0,0,0,0,0,0,0,0,1.0,122.25,45.0,177.0,0,0,0,0,0,0,2,90,2,354,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.40-53-51238-17,172.31.66.40,51238,172.31.0.2,53,17,20/02/2018 08:28:19,1846,1,1,31.0,78.0,31.0,31.0,31.0,0.0,78.0,78.0,78.0,0.0,59046.5872156013,1083.4236186348862,1846.0,0.0,1846.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,541.7118093174431,541.7118093174431,31.0,78.0,46.66666666666666,27.13546265191241,736.3333333333333,0,0,0,0,0,0,0,0,1.0,70.0,31.0,78.0,0,0,0,0,0,0,1,31,1,78,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.17-53-52629-17,172.31.66.17,52629,172.31.0.2,53,17,20/02/2018 04:18:41,1203,1,1,38.0,94.0,38.0,38.0,38.0,0.0,94.0,94.0,94.0,0.0,109725.68578553616,1662.5103906899417,1203.0,0.0,1203.0,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,831.2551953449708,831.2551953449708,38.0,94.0,56.66666666666667,32.331615074619044,1045.3333333333337,0,0,0,0,0,0,0,0,1.0,85.0,38.0,94.0,0,0,0,0,0,0,1,38,1,94,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.111-52.84.140.38-51985-443-6,52.84.140.38,443,172.31.64.111,51985,6,20/02/2018 02:30:15,652,2,1,38.0,0.0,38.0,0.0,19.0,26.87005768508881,0.0,0.0,0.0,0.0,58282.20858895705,4601.226993865031,326.0,435.57777721091327,634.0,18.0,652.0,652.0,0.0,652.0,652.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,3067.4846625766872,1533.7423312883436,0.0,38.0,19.0,21.939310229205777,481.3333333333333,0,1,0,0,1,0,0,0,0.0,25.33333333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.65.99-53-53575-17,172.31.65.99,53575,172.31.0.2,53,17,20/02/2018 01:54:50,201820,1,1,29.0,112.0,29.0,29.0,29.0,0.0,112.0,112.0,112.0,0.0,698.6423545733822,9.909820632246555,201820.0,0.0,201820.0,201820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4.954910316123279,4.954910316123279,29.0,112.0,56.66666666666667,47.92007234273894,2296.333333333333,0,0,0,0,0,0,0,0,1.0,85.0,29.0,112.0,0,0,0,0,0,0,1,29,1,112,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.67.70-80-49556-6,172.31.67.70,49556,169.254.169.254,80,6,20/02/2018 10:16:30,6877283,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,47.69325328040158,1.1632500800097945,982469.0,2564158.573026052,6797055.0,13.0,80228.0,26742.666666666668,45808.7072218081,79638.0,274.0,6877022.0,2292340.6666666665,3969471.894257513,6875892.0,547.0,0,0,0,0,92,92,0.5816250400048972,0.5816250400048972,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,1,1,0,0,0,1,1.0,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.64.44-53-50211-17,172.31.64.44,50211,172.31.0.2,53,17,20/02/2018 10:21:15,980,1,1,47.0,151.0,47.0,47.0,47.0,0.0,151.0,151.0,151.0,0.0,202040.81632653065,2040.8163265306123,980.0,0.0,980.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1020.408163265306,1020.408163265306,47.0,151.0,81.66666666666666,60.04442799572108,3605.333333333333,0,0,0,0,0,0,0,0,1.0,122.5,47.0,151.0,0,0,0,0,0,0,1,47,1,151,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-18.219.32.43-80-59615-6,18.219.32.43,59615,172.31.69.25,80,6,20/02/2018 11:08:22,26780602,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07468092,26800000.0,0.0,26800000.0,26800000.0,26800000.0,26800000.0,0.0,26800000.0,26800000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.07468092,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,26800000.0,0.0,26800000.0,26800000.0,DDoS attacks-LOIC-HTTP
172.31.67.17-212.92.114.68-3389-57865-6,212.92.114.68,57865,172.31.67.17,3389,6,20/02/2018 01:28:53,2042568,8,7,1144.0,1581.0,677.0,0.0,143.0,227.96992282817865,1173.0,0.0,225.8571428571429,430.0986044197418,1334.104911072728,7.343696758198503,145897.7142857143,242225.0040372281,937499.0,54.0,2042568.0,291795.4285714286,394214.0818590229,1173666.0,194.0,1874087.0,312347.8333333334,307359.1958138989,937499.0,170753.0,0,0,0,0,172,152,3.916638271039201,3.427058487159301,0.0,1173.0,170.3125,319.4027173230268,102018.09583333334,0,0,1,1,0,0,0,1,0.0,181.66666666666663,143.0,225.8571428571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
145.239.183.169-172.31.66.42-50426-3389-6,145.239.183.169,50426,172.31.66.42,3389,6,20/02/2018 08:37:27,7986552,11,7,1148.0,1581.0,677.0,0.0,104.36363636363636,202.2944748268092,1173.0,0.0,225.8571428571429,430.0986044197418,341.6993966858289,2.253788618667981,469797.1764705884,1266011.3141276736,5217467.0,82.0,7986552.0,798655.2,1609605.1234697143,5217467.0,1481.0,7889690.0,1314948.3333333335,2026935.093983393,5335990.0,89373.0,0,0,0,0,232,152,1.377315266963766,0.8764733517042148,0.0,1173.0,143.6315789473684,298.5202785827894,89114.3567251462,0,0,1,1,0,0,0,1,0.0,151.61111111111111,104.36363636363636,225.8571428571429,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,297936.0,0.0,297936.0,297936.0,5217467.0,0.0,5217467.0,5217467.0,Benign
172.31.64.60-64.30.228.118-50730-443-6,172.31.64.60,50730,64.30.228.118,443,6,20/02/2018 10:51:17,128344,3,3,194.0,7.0,194.0,0.0,64.66666666666667,112.0059522227874,7.0,0.0,2.333333333333333,4.041451884327381,1566.1035965841795,46.74936109206507,25668.8,35025.83071391741,64301.0,1.0,64570.0,32285.0,45321.30203337058,64332.0,238.0,64043.0,32021.5,45283.82537396769,64042.0,1.0,0,0,0,0,72,64,23.374680546032536,23.374680546032536,0.0,194.0,28.714285714285715,72.93082175530975,5318.904761904762,0,0,1,1,0,0,0,1,1.0,33.5,64.66666666666667,2.333333333333333,0,0,0,0,0,0,3,194,3,7,8192,9811,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.65.123-53-52307-17,172.31.65.123,52307,172.31.0.2,53,17,20/02/2018 02:51:21,18695,1,1,41.0,97.0,41.0,41.0,41.0,0.0,97.0,97.0,97.0,0.0,7381.652848355176,106.98047606311847,18695.0,0.0,18695.0,18695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,53.49023803155925,53.49023803155925,41.0,97.0,59.66666666666667,32.331615074619044,1045.3333333333337,0,0,0,0,0,0,0,0,1.0,89.5,41.0,97.0,0,0,0,0,0,0,1,41,1,97,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.95-195.191.12.47-445-35873-6,195.191.12.47,35873,172.31.64.95,445,6,20/02/2018 08:37:42,553019,6,5,455.0,338.0,140.0,0.0,75.83333333333333,62.9362110923963,145.0,0.0,67.6,69.75887040369848,1433.9471157410503,19.89081749451646,55301.9,71259.35211675728,138152.0,3.0,552943.0,110588.6,61819.268729903306,138320.0,3.0,552955.0,138238.75,114.990941672232,138384.0,138103.0,0,0,0,0,132,112,10.849536815190795,9.041280679325665,0.0,145.0,66.08333333333333,63.402693279950775,4019.901515151516,0,0,0,1,0,0,0,0,0.0,72.0909090909091,75.83333333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
151.101.32.84-172.31.66.38-443-51873-6,151.101.32.84,443,172.31.66.38,51873,6,20/02/2018 11:24:37,3,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,10333333.333333334,1000000.0,1.5,0.7071067811865476,2.0,1.0,3.0,1.5,0.7071067811865476,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,1000000.0,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,62,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.65.6-80-53513-6,172.31.65.6,53513,169.254.169.254,80,6,20/02/2018 05:28:56,548,3,4,161.0,488.0,161.0,0.0,53.66666666666666,92.95339333952974,488.0,0.0,122.0,244.0,1184306.5693430658,12773.722627737228,91.33333333333334,59.42614463909523,143.0,1.0,288.0,144.0,45.254833995939045,176.0,112.0,405.0,135.0,140.3851844034833,281.0,1.0,0,0,0,0,72,92,5474.4525547445255,7299.270072992701,0.0,488.0,81.125,173.78758586274222,30202.125,0,0,0,1,0,0,0,0,1.0,92.71428571428572,53.66666666666666,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.70-77.72.83.21-3389-32580-6,77.72.83.21,32580,172.31.64.70,3389,6,20/02/2018 05:00:50,3259591,11,7,1148.0,1581.0,677.0,0.0,104.36363636363636,202.2944748268092,1173.0,0.0,225.8571428571429,430.0986044197418,837.2216023421344,5.522165204162118,191740.64705882352,356702.4844556983,1268790.0,57.0,3259591.0,325959.1,476527.1633438585,1268790.0,58.0,3094524.0,515754.00000000006,548936.0569713016,1436280.0,114266.0,0,0,0,0,232,152,3.374656513654627,2.14750869050749,0.0,1173.0,143.6315789473684,298.52027858278944,89114.35672514622,0,0,1,1,0,0,0,1,0.0,151.61111111111111,104.36363636363636,225.8571428571429,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.78-212.92.114.68-3389-50888-6,212.92.114.68,50888,172.31.66.78,3389,6,20/02/2018 07:30:57,17235952,10,10,1213.0,1874.0,661.0,0.0,121.3,201.67743772888647,1173.0,0.0,187.4,365.3993857563408,179.1023785631336,1.160365264419395,907155.3684210526,3287060.798710119,14453566.0,3.0,17235952.0,1915105.7777777775,4822560.017377928,14739847.0,3.0,17069798.0,1896644.2222222225,4714434.939206972,14453566.0,44446.0,0,0,0,0,212,224,0.5801826322096975,0.5801826322096975,0.0,1173.0,147.00000000000003,283.9234051641393,80612.5,0,0,1,1,0,0,0,1,1.0,154.35,121.3,187.4,0,0,0,0,0,0,10,1213,10,1874,8192,62872,6,20,287812.0,0.0,287812.0,287812.0,14453566.0,0.0,14453566.0,14453566.0,Benign
172.31.64.11-37.46.246.28-3389-64078-6,37.46.246.28,64078,172.31.64.11,3389,6,20/02/2018 08:52:29,1951464,8,7,1144.0,1581.0,677.0,0.0,143.0,227.96992282817865,1173.0,0.0,225.8571428571429,430.0986044197418,1396.3875326421598,7.68653687692932,139390.2857142857,245923.06440349264,953128.0,3.0,1951464.0,278780.5714285714,393618.9969703601,1160932.0,3.0,1801146.0,300191.0,320678.9589492894,953128.0,150870.0,0,0,0,0,172,152,4.099486334362304,3.5870505425670163,0.0,1173.0,170.3125,319.4027173230268,102018.09583333334,0,0,0,1,0,0,0,0,0.0,181.66666666666663,143.0,225.8571428571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.67.80-53-57400-17,172.31.67.80,57400,172.31.0.2,53,17,20/02/2018 09:54:41,290,1,1,54.0,70.0,54.0,54.0,54.0,0.0,70.0,70.0,70.0,0.0,427586.2068965517,6896.551724137931,290.0,0.0,290.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3448.2758620689656,3448.2758620689656,54.0,70.0,59.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,89.0,54.0,70.0,0,0,0,0,0,0,1,54,1,70,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.65.8-69.49.101.57-49898-443-6,172.31.65.8,49898,69.49.101.57,443,6,20/02/2018 08:41:52,9014867,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3327836117826253,4507433.5,2110629.596134884,5999874.0,3014993.0,9014867.0,4507433.5,2110629.596134884,5999874.0,3014993.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,92,0,0.3327836117826253,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3014993.0,0.0,3014993.0,3014993.0,5999874.0,0.0,5999874.0,5999874.0,Benign
172.31.0.2-172.31.64.68-53-59404-17,172.31.64.68,59404,172.31.0.2,53,17,20/02/2018 05:01:34,291,1,1,78.0,174.0,78.0,78.0,78.0,0.0,174.0,174.0,174.0,0.0,865979.3814432989,6872.852233676976,291.0,0.0,291.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3436.426116838488,3436.426116838488,78.0,174.0,110.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,1.0,165.0,78.0,174.0,0,0,0,0,0,0,1,78,1,174,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.49-104.152.169.38-52390-443-6,172.31.64.49,52390,104.152.169.38,443,6,20/02/2018 01:50:40,161379,8,10,521.0,5168.0,201.0,0.0,65.125,92.56879681003282,1460.0,0.0,516.8,663.6384223020511,35252.418220462394,111.53867603591546,9492.882352941178,13572.717376608642,31160.0,0.0,161364.0,23052.000000000004,20698.21692803513,54569.0,22.0,130682.0,14520.222222222224,21296.477993894776,54641.0,0.0,0,0,0,0,172,212,49.57274490485131,61.96593113106415,0.0,1460.0,299.42105263157896,528.3660679437942,279170.7017543861,0,0,1,1,0,0,0,1,1.0,316.05555555555554,65.125,516.8,0,0,0,0,0,0,8,521,10,5168,8192,131,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.74-53-59613-17,172.31.66.74,59613,172.31.0.2,53,17,20/02/2018 04:26:06,217,1,1,22.0,38.0,22.0,22.0,22.0,0.0,38.0,38.0,38.0,0.0,276497.6958525345,9216.589861751152,217.0,0.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,4608.294930875576,4608.294930875576,22.0,38.0,27.33333333333333,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,41.0,22.0,38.0,0,0,0,0,0,0,1,22,1,38,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.117-5.39.216.253-3389-18165-6,5.39.216.253,18165,172.31.64.117,3389,6,20/02/2018 10:08:32,2176298,12,8,1460.0,1731.0,741.0,0.0,121.66666666666666,206.5756886749144,1179.0,0.0,216.375,405.4647906151303,1466.2514049087026,9.189917924843012,114542.00000000004,215413.4134869765,951687.0,16.0,2176298.0,197845.2727272727,322642.8321367425,1146522.0,3018.0,2154498.0,307785.4285714286,288189.1941993761,951687.0,135344.0,0,0,0,0,252,172,5.513950754905808,3.675967169937205,0.0,1179.0,151.95238095238096,290.4753821222164,84375.94761904761,0,0,1,1,0,0,0,1,0.0,159.55,121.66666666666669,216.375,0,0,0,0,0,0,12,1460,8,1731,8192,64000,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.68.20-53-60719-17,172.31.68.20,60719,172.31.0.2,53,17,20/02/2018 03:24:10,259,1,1,36.0,52.0,36.0,36.0,36.0,0.0,52.0,52.0,52.0,0.0,339768.33976833976,7722.007722007722,259.0,0.0,259.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3861.003861003861,3861.003861003861,36.0,52.0,41.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,62.0,36.0,52.0,0,0,0,0,0,0,1,36,1,52,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.64-53-51743-17,172.31.66.64,51743,172.31.0.2,53,17,20/02/2018 08:36:03,466,1,1,38.0,54.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,197424.89270386263,4291.845493562232,466.0,0.0,466.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2145.922746781116,2145.922746781116,38.0,54.0,43.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,65.0,38.0,54.0,0,0,0,0,0,0,1,38,1,54,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.64.57-80-49906-6,172.31.64.57,49906,169.254.169.254,80,6,20/02/2018 01:35:46,5750350,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,57.04000626048849,1.3912196648899633,821478.5714285715,2166686.720977282,5735047.0,18.0,15303.0,5101.0,8566.244976651087,14992.0,74.0,5750131.0,1916710.3333333333,3319420.524478984,5749647.0,224.0,0,0,0,0,92,92,0.6956098324449816,0.6956098324449816,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,1,1,0,0,0,1,1.0,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.67.117-53-54271-17,172.31.67.117,54271,172.31.0.2,53,17,20/02/2018 04:10:17,1283,1,1,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,62353.85814497271,1558.846453624318,1283.0,0.0,1283.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,779.423226812159,779.423226812159,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,56.0,32.0,48.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.89-5.39.216.195-3389-32178-6,172.31.67.89,3389,5.39.216.195,32178,6,20/02/2018 03:43:08,88455244,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226103044834741,88455244.0,0.0,88455244.0,88455244.0,88455244.0,88455244.0,0.0,88455244.0,88455244.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0226103044834741,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64000,-1,0,20,0.0,0.0,0.0,0.0,88455244.0,0.0,88455244.0,88455244.0,Benign
172.31.0.2-172.31.64.81-53-63006-17,172.31.64.81,63006,172.31.0.2,53,17,20/02/2018 02:15:42,925,1,1,35.0,99.0,35.0,35.0,35.0,0.0,99.0,99.0,99.0,0.0,144864.86486486485,2162.162162162162,925.0,0.0,925.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1081.081081081081,1081.081081081081,35.0,99.0,56.33333333333333,36.95041722813605,1365.3333333333333,0,0,0,0,0,0,0,0,1.0,84.5,35.0,99.0,0,0,0,0,0,0,1,35,1,99,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.65-216.58.211.168-50459-443-6,216.58.211.168,443,172.31.66.65,50459,6,20/02/2018 09:34:53,105,2,1,38.0,0.0,38.0,0.0,19.0,26.87005768508881,0.0,0.0,0.0,0.0,361904.7619047619,28571.42857142857,52.5,14.849242404917495,63.0,42.0,105.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,19047.61904761905,9523.809523809525,0.0,38.0,19.0,21.939310229205777,481.3333333333333,0,1,0,0,1,0,0,0,0.0,25.33333333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.99-201.208.132.90-445-56346-6,201.208.132.90,56346,172.31.66.99,445,6,20/02/2018 04:01:58,133959,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.85988250136236,44653.0,76254.63629839172,132702.0,81.0,133959.0,66979.5,93060.20215161797,132783.0,1176.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,22.39491187602177,7.464970625340589,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.65.98-37.46.246.28-3389-59063-6,37.46.246.28,59063,172.31.65.98,3389,6,20/02/2018 11:45:34,3023949,8,9,1128.0,1581.0,661.0,0.0,141.00000000000003,222.62332055996032,1173.0,0.0,175.66666666666666,385.561279176216,895.8484418884049,5.621787933592795,188996.8125,282008.1368779321,1109418.0,4.0,3023949.0,431992.7142857143,509562.06732765946,1403550.0,4.0,2878238.0,359779.75,343764.6441422013,1109418.0,11873.0,0,0,0,0,172,192,2.645547262867198,2.976240670725597,0.0,1173.0,150.5,303.43722095158915,92074.14705882354,0,0,0,1,0,0,0,0,1.0,159.35294117647058,141.0,175.66666666666666,0,0,0,0,0,0,8,1128,9,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.65.89-80-50090-6,172.31.65.89,50090,169.254.169.254,80,6,20/02/2018 02:16:10,711,3,4,161.0,488.0,161.0,0.0,53.66666666666666,92.95339333952974,488.0,0.0,122.0,244.0,912798.8748241912,9845.288326300984,118.5,93.45961694764216,246.0,10.0,364.0,182.0,117.37972567696688,265.0,99.0,465.0,155.0,133.56271934937533,273.0,10.0,0,0,0,0,72,92,4219.4092827004215,5625.879043600562,0.0,488.0,81.125,173.78758586274222,30202.125,0,0,1,1,0,0,0,1,1.0,92.71428571428572,53.66666666666666,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
